,words,outcome
4216,Chochok,1.0
3339,ДЁРГАННАЯ ПИЗДА,1.0
2376,ЁБНУТЫЙ,1.0
4047,dink,1.0
1342,bean,0.0
320,balls,1.0
1619,diddle,1.0
3596,dalbayop,1.0
2060,amsikar,1.0
2945,phuq,1.0
2219,purinapricness,1.0
1673,appreciate,0.0
1942,burden,0.0
260,baby batter,1.0
3456,glazeddonut,1.0
2039,spin,0.0
689,ОСТОПИЗДЕТЬ,1.0
901,virgin,1.0
2306,fudge packer,1.0
2026,fabrikant,0.0
2892,peepshpw,1.0
138,mouse,0.0
1917,maintain,0.0
1828,editor,0.0
1573,analsex,1.0
319,investigate,0.0
653,jade,1.0
2137,female squirting,1.0
3406,contract,0.0
558,phuked,1.0
2187,sun,0.0
112,spending,0.0
531,shelf,0.0
224,badbashara,0.0
723,american,1.0
3569,gently,0.0
2883,blue,0.0
3800,tashoqbosh,1.0
1433,ЗАЁБАННЫЙ,1.0
2373,НАХУЯРИВАТЬ,1.0
3942,eunuch,1.0
3528,niggard,1.0
1458,safe,0.0
3097,bondage,1.0
3995,joke,0.0
2762,muff,1.0
846,asshore,1.0
193,cuntlicker ,1.0
1464,phuking,1.0
2621,virginbreaker,1.0
946,zaebal,1.0
2021,territory,0.0
2551,shell,0.0
1629,plane,0.0
2928,worry,0.0
117,middle,0.0
645,recording,0.0
1870,oson,0.0
3,nympho,1.0
74,sonofabitch,1.0
1755,ceremony,0.0
467,coondog,1.0
5,pthc,1.0
1246,reduce,0.0
919,lead,0.0
2595,hustler,1.0
228,by,0.0
1063,ПИЗДЕТЬ,1.0
2590,gabardin,0.0
242,foxshalar,1.0
2946,kinbaku,1.0
3686,ПИЗДОЛЕТ,1.0
1160,rentafuck,1.0
3874,ЗАЁБ,1.0
3713,backdoor,1.0
3281,poon,1.0
2890,БЛЯДОСЛОВНИК,1.0
2563,abadiy,0.0
2671,collection,0.0
1526,juice,0.0
1605,whash,1.0
4108,stop,0.0
2324,sossi,1.0
2709,fruit,0.0
3417,celebration,0.0
3761,spigotty,1.0
1989,motherfuck,1.0
3451,sodomize,1.0
2362,mulatto,1.0
1975,В ПИЗДЕ,1.0
1761,forth,0.0
1305,trailertrash,1.0
2739,kalvachcha,0.0
1541,register,0.0
3850,dinner,0.0
2472,ОСТОЕБАЛ (-а; -и; -ать),1.0
2642,ПИЗДЮЛИ,1.0
2795,appropriate,0.0
622,darkness,0.0
4094,yurum,0.0
1493,ourselves,0.0
110,ИСХУЯЧИТЬ,1.0
2275,bind,0.0
3328,grocery,0.0
1169,ПРОБЛЯДЬ,1.0
3621,blyat,1.0
232,slutwear,1.0
66,sleezeball,1.0
4003,attorney,0.0
2072,mufflikcer,1.0
2192,Foxsha,1.0
536,attack,1.0
2859,selection,0.0
125,dildo,1.0
2133,recall,0.0
1254,beginning,0.0
3660,direct,0.0
1976,soyagir,0.0
3622,independent,0.0
3859,boyfriend,0.0
2075,participant,0.0
484,greatest,0.0
1654,niggerhole,1.0
3957,fahmlamoq,0.0
3086,seize,0.0
3329,end,0.0
3677,used,0.0
3364,win,0.0
3539,depending,0.0
1774,mr hands,1.0
2410,enable,0.0
3982,lesbian,1.0
918,УПИЗДИТЬ,1.0
1646,sadom,1.0
1026,failure,1.0
1030,appearance,0.0
882,agenda,0.0
1335,horror,0.0
2746,bury,0.0
3263,tobacco,0.0
2713,gypp,1.0
364,storage,0.0
2125,football,0.0
27,КОНОЁБИТЬСЯ,1.0
473,principle,0.0
525,nymphomania,1.0
725,comprehensive,0.0
55,bade,0.0
638,ПИЗДОВЛАДЕЛЕЦ,1.0
302,СХУЯРИТЬ,1.0
2766,titlover,1.0
3857,familiar,0.0
1276,faith,0.0
3895,against,0.0
624,transform,0.0
2055,existence,0.0
1280,abadiyat,0.0
2851,muslim,1.0
1049,lover,0.0
336,sodomise,1.0
47,baddidlik,0.0
2878,physically,0.0
106,whorefucker,1.0
2397,increasingly,0.0
1079,honger,1.0
2286,hasharot,0.0
2261,jabr-jafo,0.0
1144,poontang,1.0
3514,ВЫПИЗДИТЬ,1.0
2296,valley,0.0
2841,beaver,1.0
3144,fuckhead,1.0
1836,blade,0.0
1753,"НАСТРЕЛЯЛИ (настучали, постучали, надавали, побарабанили) ПО ПИЗДЮЛЯТОРУ",1.0
1101,dumbass,1.0
1968,call,0.0
3335,honk,1.0
3117,adjustment,0.0
4056,Ble juda yigilib qobdiyu a,1.0
523,stomach,0.0
2280,ПРОЕБАТЬ,1.0
2692,involve,0.0
2885,devil,1.0
1428,married,0.0
2581,cocksmoker,1.0
3856,blumpkin,1.0
603,beyond,0.0
1489,ejaculation,1.0
3450,collapse,0.0
3122,МУХА НЕ ЕБЛАСЬ,1.0
3591,"(С) КАКОГО ХУЯ, ЗА КАКИМ ХУЁМ, ЗАХУЕМ, ЗАХУЙ",1.0
60,notion,0.0
4065,twenty,0.0
671,sakkizta,0.0
92,colleague,0.0
666,jiggaboo,1.0
3316,double,0.0
1887,juggs,1.0
3266,ПИЗДОШИТЬ,1.0
280,Soska,1.0
1719,ВПИЗДРОНИВАТЬСЯ,1.0
3794,barelylegal,1.0
359,РАСПИЗДЯЙ (-ка),1.0
899,regime,0.0
1935,circlejerk,1.0
1994,cumfest,1.0
3396,slapper,1.0
2895,specialist,0.0
3254,dammit,1.0
760,climate,0.0
2158,hottotrot,1.0
3878,representative,0.0
42,thinking,0.0
2173,hore,1.0
204,Lgbt,1.0
1473,blastomitsetlar,0.0
2100,foot,0.0
2593,qushchi,0.0
68,two girls one cup,1.0
3352,mouth,0.0
1875,essay,0.0
2832,butchdyke,1.0
3500,fotoetyud,0.0
2231,Ishlatlgan gandon,1.0
137,immediate,0.0
2947,niggerhead,1.0
796,dike,1.0
2180,space,0.0
2128,asslover,1.0
3177,ХУЕМ ПОДАВИТЬСЯ,1.0
758,ОБЪЕБАЛ (-ла; -ть),1.0
541,deth,1.0
1019,ПОХУЯРИЛИ,1.0
3360,shithead,1.0
3031,fisting,1.0
165,shooting,1.0
248,learning,0.0
1331,assmuncher,1.0
2017,latta,1.0
446,opposition,0.0
2482,colored,1.0
2906,БЛЯДЕМУДИНЫЙ ПИЗДОПРОЁБ,1.0
1358,assessment,0.0
2845,significantly,0.0
2145,ПОЕБАТЬ,1.0
1329,sing,0.0
2853,raper,1.0
2785,ВЫПИЗДЕТЬСЯ,1.0
763,chortvachchalar,1.0
2150,prove,0.0
434,bitchin,1.0
2122,thirty,0.0
577,bond,0.0
2900,phungky,1.0
3519,angry,0.0
3278,Kotizi qisin,1.0
2966,ЁБС (еблысь),1.0
3374,pipe,0.0
2814,pollution,0.0
4055,fistfucked ,1.0
2448,animal,0.0
1848,Qotoq,1.0
762,ДЯДЕЁБ,1.0
3037,employ,0.0
388,mound of venus,1.0
235,ПОШЛО ОНО ВСЁ НАХУЙ,1.0
3853,cacker,1.0
1984,"ВПИЗДОХАТЬ (-ошить, -юлить, -юрить, -якать, -яхать, -ярить, -яшить)",1.0
267,ЕБЕНЯ (мн. ч.),1.0
3377,pocha,1.0
770,ЕБАТЬ МУ-МУ,1.0
2165,inthebuff,1.0
437,titfuck,1.0
673,hebe,1.0
249,qataqbas,1.0
2201,swallower,1.0
1574,brea5t,1.0
3143,architect,0.0
2142,perception,0.0
2081,nigger's,1.0
3872,nigr,1.0
3797,ЕБАШИТ,1.0
4052,spik,1.0
448,resolve,0.0
1469,sexkitten,1.0
716,security,0.0
3530,habashdek,0.0
3868,terror,1.0
2048,closer,0.0
1901,useful,0.0
3969,tied up,1.0
3149,ass,1.0
3156,class,0.0
1168,execute,1.0
82,goddamn,1.0
3563,snatchpatch,1.0
2724,together,0.0
3044,qotagi',1.0
3094,grostulation,1.0
1460,donkey punch,1.0
2818,pearlnecklace,1.0
1893,lung,0.0
1668,usual,0.0
2756,utility,0.0
2000,prick,1.0
475,cabinet,0.0
517,ДО ЕБАННОЙ МАТЕРИ,1.0
3833,emlov,0.0
404,smooth,0.0
384,ЕБАЛОВО,1.0
3578,timbernigger,1.0
3632,honky,1.0
2152,succeed,0.0
1633,qoraqirg‘iz,0.0
4160,shade,0.0
688,piss pig,1.0
3592,goatcx,1.0
2874,switch,0.0
1240,throating,1.0
62,muttasil,0.0
3353,skankfuck,1.0
852,puddboy,1.0
4069,chase,0.0
3651,horniest,1.0
1262,ТУПАЯ ПИЗДА,1.0
223,epashang,0.0
2193,concentration,0.0
3136,ОХУИТЕЛЬНЫЙ,1.0
373,mount,0.0
1824,super,0.0
3744,fahm-idrok,0.0
3190,athletesfoot,1.0
4164,amkalla,1.0
3839,ГРЕБЛЯДЬ,1.0
3322,wake,0.0
3313,cum,1.0
3970,control,0.0
2871,bother,0.0
9,sodomy,1.0
2497,Kapak urish,1.0
1944,penthouse,1.0
1838,amazing,0.0
708,alter,0.0
255,whiskey,1.0
2930,flasher,1.0
1617,nlggor,1.0
389,blow your l,1.0
3601,НАСТОЕБАТЬ,1.0
1581,resort,0.0
2956,fun,0.0
924,transsexual,1.0
2799,БРОСАТЬСЯ НА ХУЙ,1.0
3482,qiziltomoq,0.0
2508,yaoi,1.0
2036,clinic,0.0
3535,smile,0.0
1224,creation,0.0
3216,ПИЗДЮЛЯ,1.0
3006,ОБЪЕБОС,1.0
2549,idiot,1.0
1946,heavily,0.0
739,suckdick,1.0
40,ЁБАНЫЙ В РОТ(ЖОПУ),1.0
868,"КОЗЛОЁБ (козоёб, коноёб, свиноёб, ослоёб)",1.0
2779,genital,1.0
539,bombs,1.0
3249,xtc,1.0
3387,Qutobosh,1.0
2745,amlariga eshshe siksin,1.0
3705,homosexual,1.0
2723,requirement,0.0
1371,wind,0.0
1145,pube,1.0
1031,chickslick,1.0
372,perform,0.0
667,coal,0.0
3479,ПИЗДА МАЛОСОЛЬНАЯ,1.0
3019,investigation,0.0
357,manhater,1.0
967,orgasm,1.0
2831,crapola,1.0
2783,require,0.0
1353,leave,0.0
1035,talent,0.0
3018,gabitus,0.0
470,wipe,0.0
3831,tall,0.0
3330,orga,1.0
1396,amper-tarozi,0.0
3570,symbol,0.0
3876,seat,0.0
1549,people,0.0
3376,fugly,1.0
1256,gotohell,1.0
2094,niggaz,1.0
3473,butt-fuckers,1.0
3512,quashie,1.0
1555,chocolate,0.0
3825,leaf,0.0
1250,kyke,1.0
1699,sick,1.0
1252,xuysinim,1.0
4089,jiz ,1.0
4106,breakfast,0.0
3284,ПИЗДАНУТЬ,1.0
2933,lovegoo,1.0
79,ВЫСШИЙ ПИЗДЕЦ,1.0
1172,typically,0.0
814,2g1c,1.0
1852,dead,1.0
2220,piece of shit,1.0
2719,pimpsimp,1.0
3886,fuel,0.0
2105,fuckme ,1.0
133,ГОЛОЁБИЦА,1.0
1140,god,1.0
933,dabir,0.0
928,executioner,1.0
823,hotel,0.0
3480,assume,0.0
3667,pohm,1.0
1531,crackwhore,1.0
1214,facefucker,1.0
504,athlete,0.0
4233,bangbros,1.0
2395,suzdirtish,0.0
1996,lean,0.0
2434,bast,1.0
3072,rule,0.0
1958,penalty,0.0
1384,spit,1.0
894,sauce,0.0
828,mockie,1.0
455,leadership,0.0
2523,funny,0.0
1683,pisspig,1.0
3806,afv,0.0
3778,dickweed,1.0
3801,НАБЛЯДОВАЛ,1.0
652,amount,0.0
172,cumming,1.0
3522,mail,0.0
3197,cell,0.0
38,maxxuy,1.0
1881,gay sex,1.0
713,dimension,0.0
90,mission,0.0
2214,really,0.0
1205,ПИЗДОПЛЯСКА,1.0
2923,others,0.0
3721,beastality,1.0
3821,ПИЗДУЙ,1.0
3486,stupidfucker,1.0
3323,save,0.0
3141,vulva,1.0
1827,slutwhore,1.0
1155,chortlar,1.0
1324,panti,1.0
216,pornking,1.0
3398,actor,0.0
510,successfully,0.0
1680,disturbed,1.0
499,fee,0.0
3655,expert,0.0
1856,instruction,0.0
1388,sikishaman,1.0
1519,tushuntirish,0.0
2386,spermacide,1.0
4025,cocksucker,1.0
3236,rezervat,0.0
2076,kums,1.0
1540,НИ В ПИЗДУ НИ В КРАСНУЮ АРМИЮ,1.0
1217,vasiqasizlik,0.0
2681,ПРОЕБАТЬСЯ,1.0
2842,dahshat,0.0
2993,bisexual,1.0
1416,iblisona,0.0
2217,backseat,1.0
3719,left,0.0
1676,fucking,1.0
1197,transfer,0.0
1542,pocho,1.0
3301,army,0.0
3711,jabduqchi,0.0
2960,ПИЗДАКРЫЛ,1.0
2539,shrimping,1.0
953,pan,0.0
3145,ХУЁВЫЙ,1.0
3080,yellowman,1.0
2635,Xorromi,1.0
750,herpes,1.0
2705,trail,0.0
234,shitcan,1.0
732,visit,0.0
1238,pegging,1.0
4008,РАСХУЯРИВАТЬ (-чивать),1.0
1156,honkey,1.0
3805,escape,0.0
3750,fuckpig,1.0
2445,wrong,0.0
2982,least,0.0
1209,case,0.0
1065,strap on,1.0
2156,complain,0.0
1062,beach,0.0
2616,tainted love,1.0
1167,component,0.0
3222,pine,0.0
3555,belief,0.0
1492,handjob,1.0
2938,battery,0.0
2995,tone,0.0
3096,ВХУЯРИТЬ (вхуячить),1.0
3649,yoyiqqina,0.0
3937,compete,0.0
3140,willy,1.0
884,generate,0.0
143,respond,0.0
1390,БЛЯДКИ,1.0
3577,latter,0.0
850,gang bang,1.0
3635,jabrlantirmoq,0.0
3455,British,0.0
2782,jabduqlov,0.0
717,demonstrate,0.0
1819,ХУДОЁБИНА,1.0
2502,step,0.0
264,Opti turqingga sike,1.0
75,mothafucking ,1.0
4041,tashobosh,1.0
2492,ХУЮМ-БУЮМ,1.0
395,ВЗЪЕБНУТЬ,1.0
3762,cancer,0.0
2224,jabrlanuv,0.0
3090,common,0.0
4115,church,1.0
396,swim,0.0
1365,practice,0.0
3687,soup,0.0
1903,ПИЗДА РУЛЮ,1.0
595,easyslut,1.0
2109,problem,0.0
1296,ЕБАНУЛСЯ (-лась; -лось),1.0
1821,cohee,1.0
872,spiritual,0.0
3834,they,0.0
2264,ПУСТИТЬ ПО ПИЗДЕ,1.0
2326,lesbin,1.0
1548,consequence,0.0
3440,clover clamps,1.0
36,cumqueen,1.0
3864,bi-sexual,1.0
2710,niggardliness's,1.0
3731,assistant,0.0
2143,limy,1.0
3775,pornography,1.0
977,introduction,0.0
1571,beaver cleaver,1.0
1122,chode,1.0
2786,ХУЕПУТАЛО,1.0
2239,ХУЕЛЕС,1.0
2967,lowlife,1.0
2504,mgger,1.0
1892,invite,0.0
3465,polack,1.0
675,РАСПИЗДОН,1.0
2808,whitenigger,1.0
3068,pussy,1.0
3971,shitty ,1.0
728,minor,0.0
3491,Qoraxotin yibbani suka,1.0
3447,wound,0.0
412,bo‘ysundirilmoq,0.0
3146,wall,0.0
1516,giant,0.0
1649,ЕБАТЬСЯ-СРАТЬСЯ,1.0
3572,farm,0.0
825,fastfuck,1.0
3267,fingerfucked ,1.0
616,stripclub,1.0
114,prisoner,0.0
417,tribadism,1.0
3069,shin,0.0
1625,appointment,0.0
3017,such,0.0
2652,onayni skey,1.0
4211,lovejuice,1.0
89,noise,0.0
2896,sossi,1.0
3871,travel,0.0
2082,eat my ass,1.0
753,ochered,0.0
2546,ВХУЯРИВАНИЕ,1.0
3324,lgbt,1.0
3373,gaymuthafuckinwhore,1.0
1630,shit,1.0
11,backdoorman,1.0
2444,cocknob,1.0
284,niggardly,1.0
4144,exist,0.0
1066,protest,0.0
1191,ПОДЪЕБНУТЬ,1.0
1440,bill,0.0
3648,sixsixsix,1.0
4122,gabbroli,0.0
4119,jabha,0.0
3498,oqqovoq,0.0
2738,attach,0.0
4006,big breasts,1.0
1568,original,0.0
2427,nine,0.0
2737,butt,1.0
3809,card,0.0
1687,tinkle,1.0
851,spirit,0.0
3546,hotpussy,1.0
2207,hojatxona,0.0
895,ПИЗДАНУТЬСЯ,1.0
496,sad,0.0
2305,lezbe,1.0
1782,НИ ХУЯ (нихуя) (СИБЕ),1.0
335,fatfuck,1.0
2839,son,0.0
3087,illustrate,0.0
515,pizda,1.0
1348,gabion,0.0
1015,salt,0.0
2816,fuckfreak,1.0
1631,context,0.0
2489,bastard ,1.0
3730,snigger,1.0
2809,Kutagimni ye,1.0
3294,one guy one jar,1.0
3251,ОПИЗДЕНЕВАТЬ,1.0
3803,controversy,0.0
4251,fuckfriend,1.0
1781,japcrap,1.0
2569,shoxalak,0.0
1785,ПЕРЕХУЯРИВАТЬ,1.0
2070,pommy,1.0
356,cock,1.0
4156,lingerie,1.0
3325,how,0.0
1312,fear,1.0
1635,murojaat,0.0
550,intercourse,1.0
2388,private,0.0
2479,scum,1.0
2521,jijjiboo,1.0
2265,labor,0.0
2959,dolcett,1.0
1227,ЕБИЧЕСКАЯ СИЛА,1.0
3964,blee,1.0
3059,image,0.0
957,comedy,0.0
1773,kill,1.0
2141,"ДО ПИЗДЫ, ДОПИЗДЫ",1.0
1008,thing,0.0
3118,ten,0.0
1092,benefit,0.0
3952,bitcher,1.0
3356,choad,1.0
2744,afternoon,0.0
4150,sadism,1.0
996,oshuv,0.0
3506,ibolilik,0.0
1679,po‘rtaxol,0.0
153,uck,1.0
3147,ХУЕВАТЕНЬКИЙ,1.0
2294,assistance,0.0
2908,associate,0.0
2837,concern,0.0
580,lifestyle,0.0
1470,"НАКРЫТЬСЯ ПИЗДОЙ, ПОЙТИ ПО ПИЗДЕ",1.0
703,cyberslimer,1.0
1212,cumquat,1.0
3343,hookers,1.0
896,carpetmuncher,1.0
3308,cabin,0.0
487,say,0.0
3672,uniform,0.0
559,audience,0.0
1141,magazine,0.0
3709,ХУЙНЯ (1),1.0
1119,pick,0.0
2849,soqqi,1.0
512,blow j,1.0
633,resist,0.0
3819,spaghettibender,1.0
1664,native,0.0
1012,tashaqbash,1.0
1931,planning,0.0
3904,quickly,0.0
1150,radicals,1.0
2838,tongue,1.0
4123,screw,1.0
116,bimbos,1.0
3545,crack-whore,1.0
740,expense,0.0
4085,inside,0.0
1974,jabrlanmoq,0.0
1081,yiqittirish,0.0
3675,insest,1.0
1810,Ambosh,1.0
830,mainly,0.0
119,symptom,0.0
656,fingerfucker ,1.0
4039,around,0.0
3981,actual,0.0
1129,civilian,0.0
635,Republican,0.0
369,two,0.0
268,tonight,0.0
2703,naturally,0.0
2983,kum,1.0
2870,satan,1.0
2914,qotobosh,1.0
46,barrier,0.0
3421,БЕЗ ПИЗДЫ,1.0
4102,pimpjuic,1.0
991,dickhead,1.0
876,enemy,1.0
773,insurance,0.0
1219,nice,0.0
1126,recovery,0.0
4,dozen,0.0
3691,insist,0.0
3051,fuckin,1.0
1595,robber,1.0
3124,ПИЗДОЁБИЩНОСТЬ,1.0
2311,novel,0.0
3040,ЗАХУЯРИТЬ,1.0
2660,НАЕБАТЬСЯ,1.0
2491,shape,0.0
3050,penises,1.0
1077,thirdleg,1.0
3854,baseball,0.0
837,willing,0.0
681,ever,0.0
1715,commercial,0.0
2352,heaven,0.0
3413,efficiency,0.0
2617,CEO,0.0
2361,testicle,1.0
2197,shit,1.0
1148,convince,0.0
3261,battle,0.0
574,getiton,1.0
3769,pedophile,1.0
3736,ЗАЕБАТЬСЯ,1.0
50,special,0.0
853,hostage,1.0
1982,suicide girls,1.0
2774,asalxoney,1.0
1823,north,0.0
833,provider,0.0
3425,prostitute,1.0
1115,beaver lips,1.0
1166,economics,0.0
2518,beatoff,1.0
1906,diseases,1.0
971,pubic,1.0
2701,bring,0.0
399,transgender,1.0
2559,spermherder,1.0
3847,buttbang,1.0
2368,ЕБЛЯ,1.0
19,brush,0.0
684,foreskin,1.0
35,assess,0.0
2950,agricultural,0.0
4140,cockblock,1.0
2875,ПОДНАЕБНУТЬСЯ,1.0
524,option,0.0
2455,estate,0.0
920,circumstance,0.0
1841,row,0.0
1890,bestial,1.0
537,shitfaced,1.0
2806,address,0.0
1705,double dong,1.0
4199,chairman,0.0
3110,clit,1.0
3247,teat,1.0
245,cocaine,1.0
3882,yeah,0.0
3464,gokkun,1.0
3175,shasha,0.0
784,magicwand,1.0
1409,gray,0.0
2537,НЕХУЙ,1.0
154,full,0.0
3710,Kotbashara,1.0
3009,closely,0.0
1686,honkers,1.0
2901,wing,0.0
3359,assmunch,1.0
625,minority,1.0
3863,hell,1.0
2733,preparation,0.0
1895,stroke,1.0
1346,toshkesak,0.0
569,experiment,0.0
4201,nearby,0.0
1758,regional,0.0
1816,vaginal,1.0
2065,crabs,1.0
127,shinola,1.0
3394,menage a trois,1.0
3327,"ОХУЕННО, ОХУИТЕЛЬНО, ОХХУЕТИТЕЛЬНО",1.0
4244,lawsuit,0.0
2006,popimp,1.0
2975,pisser,1.0
980,ПИЗДИТЬ,1.0
2300,limit,0.0
190,big black,1.0
1139,ibodatlilik,0.0
992,running,0.0
699,nignog,1.0
4040,fingerfuckers,1.0
606,ЖИДОЁБКА,1.0
180,cool,0.0
301,eva elfie,1.0
2544,pixie,1.0
4092,excrement,1.0
4103,geez,1.0
1060,childhood,0.0
1768,lezbo,1.0
2146,growth,0.0
2565,dive,1.0
4252,spunk,1.0
1069,sucks,1.0
2524,panty,1.0
2205,xato,0.0
1243,pimped,1.0
3243,efedrin,0.0
16,penis,1.0
3583,campaign,0.0
3120,thick,0.0
1215,motion,0.0
546,clean,0.0
3587,slopehead,1.0
658,darkie,1.0
3999,molest,1.0
3900,nor,0.0
3067,ethiopian,1.0
4046,origin,0.0
1504,relation,0.0
959,ad,0.0
2926,whitey,1.0
2331,sik,1.0
3680,doggystyle,1.0
797,radical,0.0
3348,niggards,1.0
225,КОСОЁБИТСЯ,1.0
2074,skankywhore,1.0
3354,poopchute,1.0
1799,ТУЕБЕНЬ,1.0
2485,nuke,1.0
562,trend,0.0
3436,fondle,1.0
2277,bombers,1.0
2085,enemy,0.0
1693,now,0.0
2797,stranger,0.0
1045,Irish,0.0
3446,doggie style,1.0
469,bigbutt,1.0
3954,American,0.0
954,sos,1.0
459,direction,0.0
2735,loadedgun,1.0
4173,spunky,1.0
639,НАХУЕВЕРТЕТЬ,1.0
400,quit,0.0
1218,titlicker,1.0
1158,want,0.0
1415,lsd,1.0
4013,apple,0.0
1527,jiga,1.0
3987,sucker,1.0
815,munt,1.0
1300,African,0.0
397,child,0.0
2848,sexy-slim,1.0
1603,lickme,1.0
160,pendy,1.0
1704,particularly,0.0
956,footaction,1.0
3791,crotch,1.0
3234,tranny,1.0
2869,dark,0.0
3777,orgies,1.0
4191,spig,1.0
877,dandanador,0.0
1919,jizim,1.0
2961,fagotsitlar,0.0
1884,tashoqbosh,1.0
2200,qosin',1.0
98,felatio ,1.0
1496,xuy,1.0
2557,booty call,1.0
3183,feltcher,1.0
3298,beaner,1.0
253,certainly,0.0
3923,journalist,0.0
103,uyalib-qimtinmoq,0.0
1445,ВПИЗДИТЬСЯ,1.0
1443,economy,0.0
1648,badfe'l,0.0
586,dalban,1.0
627,combine,0.0
3991,om,1.0
1696,butt-fucker,1.0
3191,qanchiqsifat,1.0
2101,ПИЗДАЁБ,1.0
2199,boody,1.0
403,glance,0.0
1154,part,0.0
2255,again,0.0
2863,compare,0.0
1682,smack,1.0
3170,dalbayop,1.0
4125,digital,0.0
2056,boot,0.0
3062,ХУЁ-МОЁ,1.0
1183,xuysos,1.0
3108,carefully,0.0
452,seek,0.0
3723,evaluate,0.0
2301,strange,0.0
1327,nigg,1.0
2944,ПОДПЁЗДЫВАТЬ,1.0
2049,tactic,0.0
880,quiet,0.0
3643,iblislik,0.0
4192,fagotsit,0.0
623,САМОГО ХОТЬ В ЖОПУ ЕБИ,1.0
2393,establish,0.0
2191,partly,0.0
1787,fairies,1.0
262,"КОЗЛОЁБИТЬСЯ (козоёбиться, коноёбиться, свиноёбиться, ослоёбиться)",1.0
1634,jesuschrist,1.0
3369,planet,0.0
4061,stiffy,1.0
1438,low,0.0
2198,bend,0.0
1969,cornhole,1.0
2520,breastjob,1.0
4024,shitfit,1.0
4059,housing,0.0
1802,perfect,0.0
640,hooters,1.0
4250,Og'zinggya Sikyami,1.0
2385,era,0.0
2598,blind,0.0
4141,felcher,1.0
1959,vacation,0.0
2976,НАЕБАЛОВО,1.0
488,undergo,0.0
1843,pud,1.0
1734,kumbubble,1.0
2911,goddamit,1.0
3219,zaybalsizlar,1.0
146,bit,0.0
1534,barface,1.0
1986,bible,1.0
1369,jossalar,1.0
2450,season,0.0
4207,computer,0.0
3002,gaysex ,1.0
2811,cooperation,0.0
659,shiteater,1.0
1794,clinical,0.0
3420,erotic,1.0
2511,sextogo,1.0
3397,fuckfest,1.0
186,eastern,0.0
1147,Chinese,0.0
3272,different,0.0
608,speaker,0.0
3582,shlyuxa,1.0
1930,treatment,0.0
197,focus,0.0
2931,titbitnipply,1.0
2327,buttcheeks,1.0
766,auto,0.0
3255,ЕБАЛЬНЫЙ СТАНОК,1.0
202,wog,1.0
3510,mothafucka,1.0
1733,boonie,1.0
2777,jism,1.0
1707,doom,1.0
3474,Kutingga sikey,1.0
854,eatpussy,1.0
4097,ball kicking,1.0
2160,blow,0.0
698,whorehouse,1.0
4208,miracle,0.0
2999,shitter,1.0
3696,bdsm,1.0
1636,christian,1.0
3457,criteria,0.0
3581,jiggerboo,1.0
1291,harder,1.0
1853,ОСТОХУЕТЬ,1.0
3763,habashistonlik,0.0
3304,wanker,1.0
4179,nastybitch,1.0
3743,bra,1.0
3445,explosion,0.0
1998,sereus,0.0
663,foot fetish,1.0
3748,cluster,0.0
709,ЗАЕБАЛ (-а; -и; -ть),1.0
1282,wet dream,1.0
2675,yiliga,0.0
4029,urine,1.0
1306,ХИТРО ВЫЕБАНЫЙ,1.0
2237,chart,0.0
3302,ПИЗДУН,1.0
2038,habashiy,0.0
1529,privacy,0.0
1663,busty,1.0
4197,capable,0.0
4214,breast,0.0
3627,yankee,1.0
2693,КАК ЁБ (ёп) ТВОЮ МАТЬ,1.0
3060,gesture,0.0
1597,giant cock,1.0
2729,TV,0.0
2625,negr,1.0
3157,transformation,0.0
3314,dog,0.0
1722,pissin ,1.0
1059,kitchen,0.0
3242,ПИЗДАБОЛ,1.0
1678,trannie,1.0
1757,diversity,0.0
563,Ogzingya Sikyama,1.0
2790,niggaracci,1.0
863,ОПИЗДИНЕТЬ (опизденеть) можно,1.0
1484,shine,0.0
206,completely,0.0
870,fok,1.0
502,pink,0.0
1028,picaninny,1.0
3840,collective,0.0
2690,ОБЪЕБАЛОВО,1.0
1570,winner,0.0
2773,chef,0.0
2731,tashaqkalla,1.0
804,molestation,1.0
3645,fister,1.0
2454,polvonzoda,0.0
3104,hello,0.0
200,fuk,1.0
3099,pu55y,1.0
2278,Qo'tagimni ye,1.0
3561,propaganda,1.0
391,wait,0.0
1495,lubejob,1.0
2695,sport,0.0
2027,lack,0.0
2568,regularly,0.0
64,blyaa,1.0
3884,lactate,1.0
2062,protestant,1.0
492,absence,0.0
379,jack off,1.0
3993,besides,0.0
1076,snap,0.0
878,liberal,1.0
337,lugan,1.0
1016,age,0.0
1275,style doggy,1.0
3798,championship,0.0
3342,xaromxorlar,1.0
995,deny,0.0
1981,ХУЕГРЫЗ,1.0
161,farted ,1.0
1500,explode,0.0
3843,joint,0.0
2613,depend,0.0
3461,negro's,1.0
1021,reaction,0.0
3073,pooping,1.0
3943,mothafuckings,1.0
1585,ШАРОЁБИТСЯ,1.0
1955,old,0.0
3152,Kotini qis,1.0
34,skvodrin,1.0
4014,henhouse,1.0
775,city,0.0
2556,ПРИПИЗДИТЬ,1.0
1478,amlariga eshshe siksin,1.0
1363,concerned,0.0
2612,murder,1.0
2824,СТРАХОЁБИЩЕ,1.0
2041,substantial,0.0
241,crappy,1.0
2061,quick,0.0
2363,yeban,1.0
600,hatobosh,1.0
2435,fagot,1.0
2888,chief,0.0
646,dominant,0.0
3890,concept,0.0
3556,edge,0.0
3202,provision,0.0
1528,sodomite,1.0
1267,black,1.0
